BRAS,REPETITION,NUMERO_VIGNETTE
Outil,59,1
Outil,59,30
Outil,59,27
Outil,59,20
Outil,59,18
Outil,59,21
Outil,59,8
Outil,59,24
Outil,59,28
Outil,59,15
Outil,59,11
Outil,59,19
Outil,59,22
Outil,59,13
Outil,59,6
Outil,59,14
Outil,59,17
Outil,59,7
Outil,59,25
Outil,59,2
Outil,59,26
Outil,59,3
Outil,59,5
Outil,59,10
Outil,59,23
Outil,59,12
Outil,59,9
Outil,60,21
Outil,60,19
Outil,60,5
Outil,60,17
Outil,60,8
Outil,60,12
Outil,60,6
Outil,60,24
Outil,60,15
Outil,60,10
Outil,60,4
Outil,60,23
Outil,60,13
Outil,60,11
Outil,60,3
Outil,60,2
Outil,60,14
Outil,60,28
Outil,60,9
Outil,60,30
Outil,60,16
Outil,60,1
Outil,60,18
Outil,60,29
Outil,60,27
Outil,60,22
Outil,60,7
Outil,60,20
Outil,60,26
Outil,60,25
Outil,61,5
Outil,61,25
Outil,61,7
Outil,61,19
Outil,61,17
Outil,61,2
Outil,61,23
Outil,61,14
Outil,61,27
Outil,61,11
Outil,61,6
Outil,61,12
Outil,61,15
Outil,61,22
Outil,61,8
Outil,61,28
Outil,61,9
Outil,61,20
Outil,61,16
Outil,61,1
Outil,61,10
Outil,61,4
Outil,61,21
Outil,61,18
Outil,61,24
Outil,61,30
Outil,61,26
Outil,61,3
Outil,61,29
Outil,61,13
Outil,62,26
Outil,62,15
Outil,62,30
Outil,62,6
Outil,62,1
Outil,62,8
Outil,62,16
Outil,62,25
Outil,62,21
Outil,62,17
Outil,62,7
Outil,62,10
Outil,62,23
Outil,62,14
Outil,62,18
Outil,62,28
Outil,62,9
Outil,62,4
Outil,62,22
Outil,62,13
Outil,62,19
Outil,62,24
Outil,62,11
Outil,62,29
Outil,62,12
Outil,62,3
Outil,62,27
Outil,62,2
Outil,62,5
Outil,62,20
Outil,63,18
Outil,63,21
Outil,63,3
Outil,63,24
Outil,63,14
Outil,63,6
Outil,63,10
Outil,63,29
Outil,63,11
Outil,63,15
Outil,63,25
Outil,63,16
Outil,63,5
Outil,63,7
Outil,63,4
Outil,63,23
Outil,63,20
Outil,63,2
Outil,63,22
Outil,63,19
Outil,63,9
Outil,63,13
Outil,63,28
Outil,63,27
Outil,63,1
Outil,63,12
Outil,63,26
Outil,63,17
Outil,63,30
Outil,63,8
Outil,64,17
Outil,64,29
Outil,64,8
Outil,64,20
Outil,64,26
Outil,64,14
Outil,64,10
Outil,64,19
Outil,64,3
Outil,64,12
Outil,64,9
Outil,64,6
Outil,64,22
Outil,64,15
Outil,64,27
Outil,64,16
Outil,64,30
Outil,64,24
Outil,64,28
Outil,64,7
Outil,64,1
Outil,64,23
Outil,64,5
Outil,64,21
Outil,64,4
Outil,64,13
Outil,64,11
Outil,64,18
Outil,64,2
Outil,64,25
Outil,65,24
Outil,65,15
Outil,65,28
Outil,65,14
Outil,65,29
Outil,65,10
Outil,65,13
Outil,65,2
Outil,65,12
Outil,65,21
Outil,65,11
Outil,65,9
Outil,65,1
Outil,65,18
Outil,65,17
Outil,65,3
Outil,65,7
Outil,65,20
Outil,65,4
Outil,65,19
Outil,65,6
Outil,65,26
Outil,65,16
Outil,65,5
Outil,65,8
Outil,65,27
Outil,65,25
Outil,65,23
Outil,65,30
Outil,65,22
Outil,66,5
Outil,66,23
Outil,66,6
Outil,66,8
Outil,66,14
Outil,66,12
Outil,66,9
Outil,66,18
Outil,66,13
Outil,66,4
Outil,66,20
Outil,66,30
Outil,66,3
Outil,66,21
Outil,66,7
Outil,66,28
Outil,66,19
Outil,66,1
Outil,66,25
Outil,66,16
Outil,66,29
Outil,66,27
Outil,66,17
Outil,66,24
Outil,66,26
Outil,66,11
Outil,66,22
Outil,66,15
Outil,66,2
Outil,66,10
Outil,67,23
Outil,67,14
Outil,67,4
Outil,67,6
Outil,67,18
Outil,67,28
Outil,67,10
Outil,67,11
Outil,67,29
Outil,67,27
Outil,67,24
Outil,67,25
Outil,67,16
Outil,67,3
Outil,67,2
Outil,67,22
Outil,67,5
Outil,67,20
Outil,67,15
Outil,67,12
Outil,67,26
Outil,67,13
Outil,67,9
Outil,67,19
Outil,67,17
Outil,67,7
Outil,67,8
Outil,67,1
Outil,67,21
Outil,67,30
Outil,68,26
Outil,68,8
Outil,68,17
Outil,68,28
Outil,68,30
Outil,68,5
Outil,68,19
Outil,68,6
Outil,68,29
Outil,68,1
Outil,68,20
Outil,68,9
Outil,68,18
Outil,68,4
Outil,68,2
Outil,68,27
Outil,68,10
Outil,68,22
Outil,68,25
Outil,68,24
Outil,68,23
Outil,68,14
Outil,68,12
Outil,68,16
Outil,68,21
Outil,68,15
Outil,68,3
Outil,68,13
Outil,68,7
Outil,68,11
Outil,69,14
Outil,69,6
Outil,69,13
Outil,69,21
Outil,69,24
Outil,69,23
Outil,69,20
Outil,69,5
Outil,69,2
Outil,69,11
Outil,69,12
Outil,69,22
Outil,69,18
Outil,69,3
Outil,69,15
Outil,69,19
Outil,69,10
Outil,69,27
Outil,69,30
Outil,69,8
Outil,69,16
Outil,69,28
Outil,69,25
Outil,69,29
Outil,69,26
Outil,69,1
Outil,69,7
Outil,69,9
Outil,69,4
Outil,69,17
Outil,70,4
Outil,70,27
Outil,70,17
Outil,70,11
Outil,70,18
Outil,70,20
Outil,70,13
Outil,70,10
Outil,70,22
Outil,70,2
Outil,70,30
Outil,70,14
Outil,70,19
Outil,70,21
Outil,70,8
Outil,70,23
Outil,70,6
Outil,70,24
Outil,70,9
Outil,70,25
Outil,70,28
Outil,70,3
Outil,70,1
Outil,70,16
Outil,70,15
Outil,70,29
Outil,70,5
Outil,70,26
Outil,70,12
Outil,70,7
Outil,71,19
Outil,71,11
Outil,71,12
Outil,71,27
Outil,71,18
Outil,71,26
Outil,71,5
Outil,71,24
Outil,71,20
Outil,71,25
Outil,71,15
Outil,71,6
Outil,71,4
Outil,71,9
Outil,71,17
Outil,71,21
Outil,71,29
Outil,71,1
Outil,71,16
Outil,71,10
Outil,71,14
Outil,71,30
Outil,71,3
Outil,71,2
Outil,71,28
Outil,71,13
Outil,71,22
Outil,71,7
Outil,71,23
Outil,71,8
Outil,72,5
Outil,72,11
Outil,72,4
Outil,72,30
Outil,72,18
Outil,72,15
Outil,72,12
Outil,72,19
Outil,72,22
Outil,72,29
Outil,72,25
Outil,72,28
Outil,72,7
Outil,72,1
Outil,72,3
Outil,72,2
Outil,72,23
Outil,72,6
Outil,72,8
Outil,72,24
Outil,72,14
Outil,72,9
Outil,72,13
Outil,72,20
Outil,72,16
Outil,72,26
Outil,72,27
Outil,72,21
Outil,72,17
Outil,72,10
Outil,73,30
Outil,73,4
Outil,73,18
Outil,73,20
Outil,73,16
Outil,73,25
Outil,73,2
Outil,73,23
Outil,73,17
Outil,73,10
Outil,73,29
Outil,73,9
Outil,73,27
Outil,73,8
Outil,73,14
Outil,73,1
Outil,73,5
Outil,73,11
Outil,73,15
Outil,73,19
Outil,73,21
Outil,73,6
Outil,73,12
Outil,73,28
Outil,73,26
Outil,73,22
Outil,73,7
Outil,73,3
Outil,73,13
Outil,73,24
Outil,74,21
Outil,74,5
Outil,74,19
Outil,74,26
Outil,74,23
Outil,74,20
Outil,74,17
Outil,74,14
Outil,74,9
Outil,74,3
Outil,74,24
Outil,74,27
Outil,74,15
Outil,74,1
Outil,74,30
Outil,74,22
Outil,74,2
Outil,74,10
Outil,74,7
Outil,74,4
Outil,74,11
Outil,74,12
Outil,74,28
Outil,74,25
Outil,74,13
Outil,74,18
Outil,74,29
Outil,74,8
Outil,74,16
Outil,74,6
Outil,75,8
Outil,75,19
Outil,75,24
Outil,75,2
Outil,75,26
Outil,75,1
Outil,75,5
Outil,75,30
Outil,75,29
Outil,75,4
Outil,75,16
Outil,75,17
Outil,75,9
Outil,75,12
Outil,75,6
Outil,75,7
Outil,75,14
Outil,75,21
Outil,75,25
Outil,75,11
Outil,75,3
Outil,75,20
Outil,75,22
Outil,75,15
Outil,75,18
Outil,75,28
Outil,75,27
Outil,75,10
Outil,75,23
Outil,75,13
Outil,76,30
Outil,76,29
Outil,76,14
Outil,76,21
Outil,76,9
Outil,76,6
Outil,76,15
Outil,76,8
Outil,76,2
Outil,76,27
Outil,76,28
Outil,76,17
Outil,76,26
Outil,76,3
Outil,76,11
Outil,76,1
Outil,76,19
Outil,76,12
Outil,76,22
Outil,76,20
Outil,76,16
Outil,76,10
Outil,76,13
Outil,76,24
Outil,76,25
Outil,76,5
Outil,76,4
Outil,76,23
Outil,76,7
Outil,76,18
Outil,77,11
Outil,77,27
Outil,77,30
Outil,77,14
Outil,77,29
Outil,77,5
Outil,77,13
Outil,77,3
Outil,77,26
Outil,77,12
Outil,77,25
Outil,77,18
Outil,77,4
Outil,77,8
Outil,77,15
Outil,77,19
Outil,77,20
Outil,77,21
Outil,77,17
Outil,77,10
Outil,77,22
Outil,77,9
Outil,77,2
Outil,77,28
Outil,77,7
Outil,77,1
Outil,77,23
Outil,77,16
Outil,77,24
Outil,77,6
Outil,78,17
Outil,78,1
Outil,78,11
Outil,78,18
Outil,78,16
Outil,78,21
Outil,78,3
Outil,78,26
Outil,78,5
Outil,78,13
Outil,78,14
Outil,78,28
Outil,78,7
Outil,78,12
Outil,78,8
Outil,78,4
Outil,78,27
Outil,78,2
Outil,78,15
Outil,78,20
Outil,78,29
Outil,78,25
Outil,78,6
Outil,78,23
Outil,78,22
Outil,78,10
Outil,78,19
Outil,78,24
Outil,78,9
Outil,78,30
Outil,79,20
Outil,79,5
Outil,79,26
Outil,79,25
Outil,79,29
Outil,79,2
Outil,79,14
Outil,79,9
Outil,79,11
Outil,79,10
Outil,79,16
Outil,79,30
Outil,79,6
Outil,79,13
Outil,79,8
Outil,79,1
Outil,79,15
Outil,79,4
Outil,79,3
Outil,79,28
Outil,79,18
Outil,79,7
Outil,79,27
Outil,79,23
Outil,79,12
Outil,79,19
Outil,79,22
Outil,79,17
Outil,79,21
Outil,79,24
Outil,80,27
Outil,80,12
Outil,80,6
Outil,80,13
Outil,80,10
Outil,80,7
Outil,80,23
Outil,80,11
Outil,80,1
Outil,80,20
Outil,80,8
Outil,80,22
Outil,80,18
Outil,80,25
Outil,80,16
Outil,80,3
Outil,80,21
Outil,80,24
Outil,80,15
Outil,80,14
Outil,80,28
Outil,80,19
Outil,80,29
Outil,80,4
Outil,80,26
Outil,80,5
Outil,80,9
Outil,80,2
Outil,80,30
Outil,80,17
Outil,81,22
Outil,81,18
Outil,81,7
Outil,81,25
Outil,81,21
Outil,81,8
Outil,81,6
Outil,81,16
Outil,81,17
Outil,81,10
Outil,81,29
Outil,81,13
Outil,81,3
Outil,81,1
Outil,81,14
Outil,81,2
Outil,81,5
Outil,81,24
Outil,81,27
Outil,81,4
Outil,81,19
Outil,81,12
Outil,81,20
Outil,81,9
Outil,81,11
Outil,81,28
Outil,81,30
Outil,81,23
Outil,81,26
Outil,81,15
Outil,82,24
Outil,82,12
Outil,82,1
Outil,82,21
Outil,82,2
Outil,82,14
Outil,82,3
Outil,82,16
Outil,82,26
Outil,82,17
Outil,82,25
Outil,82,5
Outil,82,30
Outil,82,28
Outil,82,27
Outil,82,13
Outil,82,4
Outil,82,23
Outil,82,19
Outil,82,7
Outil,82,9
Outil,82,20
Outil,82,22
Outil,82,6
Outil,82,11
Outil,82,29
Outil,82,18
Outil,82,15
Outil,82,8
Outil,82,10
Outil,83,6
Outil,83,18
Outil,83,28
Outil,83,30
Outil,83,12
Outil,83,9
Outil,83,1
Outil,83,3
Outil,83,10
Outil,83,24
Outil,83,21
Outil,83,4
Outil,83,7
Outil,83,11
Outil,83,27
Outil,83,8
Outil,83,17
Outil,83,23
Outil,83,14
Outil,83,19
Outil,83,13
Outil,83,22
Outil,83,29
Outil,83,2
Outil,83,16
Outil,83,20
Outil,83,5
Outil,83,15
Outil,83,26
Outil,83,25
Outil,84,23
Outil,84,8
Outil,84,17
Outil,84,25
Outil,84,19
Outil,84,22
Outil,84,30
Outil,84,7
Outil,84,15
Outil,84,3
Outil,84,18
Outil,84,13
Outil,84,14
Outil,84,6
Outil,84,11
Outil,84,24
Outil,84,10
Outil,84,16
Outil,84,26
Outil,84,28
Outil,84,2
Outil,84,21
Outil,84,20
Outil,84,29
Outil,84,5
Outil,84,4
Outil,84,27
Outil,84,12
Outil,84,9
Outil,84,1
Outil,85,24
Outil,85,19
Outil,85,22
Outil,85,5
Outil,85,11
Outil,85,25
Outil,85,10
Outil,85,2
Outil,85,12
Outil,85,20
Outil,85,18
Outil,85,26
Outil,85,28
Outil,85,9
Outil,85,15
Outil,85,23
Outil,85,7
Outil,85,29
Outil,85,13
Outil,85,30
Outil,85,17
Outil,85,16
Outil,85,6
Outil,85,8
Outil,85,4
Outil,85,27
Outil,85,21
Outil,85,3
Outil,85,1
Outil,85,14
Outil,86,18
Outil,86,5
Outil,86,15
Outil,86,12
Outil,86,22
Outil,86,28
Outil,86,11
Outil,86,29
Outil,86,24
Outil,86,23
Outil,86,7
Outil,86,17
Outil,86,9
Outil,86,8
Outil,86,19
Outil,86,13
Outil,86,1
Outil,86,21
Outil,86,2
Outil,86,10
Outil,86,25
Outil,86,26
Outil,86,4
Outil,86,16
Outil,86,14
Outil,86,6
Outil,86,30
Outil,86,20
Outil,86,3
Outil,86,27
Outil,87,23
Outil,87,3
Outil,87,27
Outil,87,4
Outil,87,13
Outil,87,15
Outil,87,30
Outil,87,19
Outil,87,12
Outil,87,9
Outil,87,11
Outil,87,16
Outil,87,22
Outil,87,2
Outil,87,28
Outil,87,26
Outil,87,7
Outil,87,20
Outil,87,10
Outil,87,24
Outil,87,29
Outil,87,6
Outil,87,18
Outil,87,14
Outil,87,1
Outil,87,21
Outil,87,8
Outil,87,5
Outil,87,17
Outil,87,25
Outil,88,23
Outil,88,10
Outil,88,4
Outil,88,11
Outil,88,15
Outil,88,19
Outil,88,5
Outil,88,14
Outil,88,27
Outil,88,20
Outil,88,25
Outil,88,3
Outil,88,6
Outil,88,12
Outil,88,13
Outil,88,8
Outil,88,28
Outil,88,21
Outil,88,30
Outil,88,1
Outil,88,7
Outil,88,29
Outil,88,2
Outil,88,17
Outil,88,22
Outil,88,18
Outil,88,9
Outil,88,26
Outil,88,16
Outil,88,24
Outil,89,9
Outil,89,28
Outil,89,1
Outil,89,5
Outil,89,26
Outil,89,20
Outil,89,24
Outil,89,6
Outil,89,13
Outil,89,2
Outil,89,17
Outil,89,25
Outil,89,19
Outil,89,29
Outil,89,4
Outil,89,10
Outil,89,23
Outil,89,15
Outil,89,18
Outil,89,8
Outil,89,3
Outil,89,22
Outil,89,14
Outil,89,21
Outil,89,30
Outil,89,16
Outil,89,7
Outil,89,27
Outil,89,12
Outil,89,11
Outil,90,1
Outil,90,5
Outil,90,23
Outil,90,4
Outil,90,2
Outil,90,30
Outil,90,11
Outil,90,20
Outil,90,8
Outil,90,10
Outil,90,9
Outil,90,7
Outil,90,17
Outil,90,16
Outil,90,29
Outil,90,24
Outil,90,27
Outil,90,13
Outil,90,25
Outil,90,15
Outil,90,3
Outil,90,21
Outil,90,12
Outil,90,18
Outil,90,14
Outil,90,19
Outil,90,22
Outil,90,28
Outil,90,26
Outil,90,6
Outil,91,14
Outil,91,22
Outil,91,3
Outil,91,18
Outil,91,6
Outil,91,23
Outil,91,20
Outil,91,24
Outil,91,27
Outil,91,9
Outil,91,25
Outil,91,10
Outil,91,21
Outil,91,26
Outil,91,2
Outil,91,30
Outil,91,4
Outil,91,15
Outil,91,8
Outil,91,7
Outil,91,19
Outil,91,1
Outil,91,5
Outil,91,11
Outil,91,17
Outil,91,12
Outil,91,13
Outil,91,29
Outil,91,28
Outil,91,16
Outil,92,13
Outil,92,23
Outil,92,26
Outil,92,12
Outil,92,22
Outil,92,27
Outil,92,17
Outil,92,18
Outil,92,16
Outil,92,29
Outil,92,7
Outil,92,4
Outil,92,2
Outil,92,1
Outil,92,15
Outil,92,25
Outil,92,21
Outil,92,14
Outil,92,3
Outil,92,6
Outil,92,8
Outil,92,30
Outil,92,24
Outil,92,19
Outil,92,9
Outil,92,28
Outil,92,10
Outil,92,5
Outil,92,11
Outil,92,20
Outil,93,21
Outil,93,9
Outil,93,19
Outil,93,11
Outil,93,18
Outil,93,27
Outil,93,26
Outil,93,7
Outil,93,17
Outil,93,13
Outil,93,1
Outil,93,23
Outil,93,8
Outil,93,28
Outil,93,29
Outil,93,30
Outil,93,25
Outil,93,20
Outil,93,2
Outil,93,4
Outil,93,14
Outil,93,22
Outil,93,12
Outil,93,16
Outil,93,6
Outil,93,3
Outil,93,10
Outil,93,15
Outil,93,24
Outil,93,5
Outil,94,4
Outil,94,14
Outil,94,19
Outil,94,13
Outil,94,23
Outil,94,11
Outil,94,29
Outil,94,16
Outil,94,7
Outil,94,28
Outil,94,3
Outil,94,25
Outil,94,5
Outil,94,2
Outil,94,27
Outil,94,10
Outil,94,18
Outil,94,12
Outil,94,8
Outil,94,21
Outil,94,15
Outil,94,30
Outil,94,6
Outil,94,26
Outil,94,22
Outil,94,1
Outil,94,24
Outil,94,20
Outil,94,9
Outil,94,17
Outil,95,16
Outil,95,12
Outil,95,21
Outil,95,24
Outil,95,4
Outil,95,10
Outil,95,19
Outil,95,5
Outil,95,14
Outil,95,8
Outil,95,13
Outil,95,11
Outil,95,20
Outil,95,22
Outil,95,28
Outil,95,6
Outil,95,29
Outil,95,7
Outil,95,9
Outil,95,25
Outil,95,23
Outil,95,26
Outil,95,18
Outil,95,15
Outil,95,17
Outil,95,30
Outil,95,3
Outil,95,1
Outil,95,27
Outil,95,2
Outil,96,29
Outil,96,8
Outil,96,14
Outil,96,1
Outil,96,21
Outil,96,11
Outil,96,12
Outil,96,22
Outil,96,9
Outil,96,16
Outil,96,26
Outil,96,4
Outil,96,2
Outil,96,6
Outil,96,25
Outil,96,24
Outil,96,10
Outil,96,13
Outil,96,27
Outil,96,5
Outil,96,7
Outil,96,15
Outil,96,23
Outil,96,18
Outil,96,20
Outil,96,17
Outil,96,28
Outil,96,30
Outil,96,3
Outil,96,19
Outil,97,15
Outil,97,21
Outil,97,26
Outil,97,17
Outil,97,7
Outil,97,23
Outil,97,18
Outil,97,2
Outil,97,14
Outil,97,24
Outil,97,3
Outil,97,19
Outil,97,1
Outil,97,20
Outil,97,29
Outil,97,6
Outil,97,10
Outil,97,9
Outil,97,30
Outil,97,16
Outil,97,22
Outil,97,12
Outil,97,13
Outil,97,25
Outil,97,5
Outil,97,4
Outil,97,8
Outil,97,28
Outil,97,11
Outil,97,27
Outil,98,21
Outil,98,13
Outil,98,23
Outil,98,9
Outil,98,24
Outil,98,16
Outil,98,19
Outil,98,17
Outil,98,15
Outil,98,22
Outil,98,4
Outil,98,12
Outil,98,14
Outil,98,5
Outil,98,26
Outil,98,2
Outil,98,11
Outil,98,29
Outil,98,8
Outil,98,25
Outil,98,28
Outil,98,30
Outil,98,20
Outil,98,1
Outil,98,10
Outil,98,27
Outil,98,3
Outil,98,6
Outil,98,7
Outil,98,18
Outil,99,12
Outil,99,26
Outil,99,3
Outil,99,2
Outil,99,5
Outil,99,24
Outil,99,11
Outil,99,16
Outil,99,1
Outil,99,10
Outil,99,22
Outil,99,30
Outil,99,23
Outil,99,4
Outil,99,29
Outil,99,13
Outil,99,20
Outil,99,25
Outil,99,6
Outil,99,14
Outil,99,21
Outil,99,27
Outil,99,19
Outil,99,17
Outil,99,18
Outil,99,15
Outil,99,7
Outil,99,8
Outil,99,28
Outil,99,9
Outil,100,24
Outil,100,12
Outil,100,8
Outil,100,3
Outil,100,14
Outil,100,29
Outil,100,30
Outil,100,4
Outil,100,19
Outil,100,1
Outil,100,16
Outil,100,5
Outil,100,27
Outil,100,23
Outil,100,17
Outil,100,15
Outil,100,26
Outil,100,22
Outil,100,2
Outil,100,28
Outil,100,6
Outil,100,20
Outil,100,7
Outil,100,25
Outil,100,10
Outil,100,21
Outil,100,9
Outil,100,13
Outil,100,18
Outil,100,11
